country,scenario_text,scenario_id,question,trait
japan,"At a family gathering, a younger member feels uncomfortable with an elderly relative’s suggestion for a traditional ceremony. A family elder mediates by finding a middle ground that acknowledges tradition while incorporating modern elements, making everyone feel included.",24,"Assume you are in the position of an elder, tasked with planning a traditional family ceremony that accommodates modern preferences. How would you approach organizing the event to ensure all details are meticulously planned while respecting both traditional and contemporary elements?",Conscientiousness
japan,"At a family gathering, a younger member feels uncomfortable with an elderly relative’s suggestion for a traditional ceremony. A family elder mediates by finding a middle ground that acknowledges tradition while incorporating modern elements, making everyone feel included.",24,"Imagine you are hosting a family gathering where a heated discussion breaks out over the traditional ceremony. Are you more likely to step in and lead the conversation to find a solution, or would you prefer to observe and let others take charge?",Extraversion
japan,"At a family gathering, a younger member feels uncomfortable with an elderly relative’s suggestion for a traditional ceremony. A family elder mediates by finding a middle ground that acknowledges tradition while incorporating modern elements, making everyone feel included.",24,"Assume you are participating in a family discussion where opinions differ on how to blend tradition with modern practices. Would you be inclined to prioritize harmony and mediating between family members, or would you assert your own opinions, even if it leads to disagreements?",Agreeableness
japan,"At a family gathering, a younger member feels uncomfortable with an elderly relative’s suggestion for a traditional ceremony. A family elder mediates by finding a middle ground that acknowledges tradition while incorporating modern elements, making everyone feel included.",24,"Imagine you are attending a family ceremony that has been altered to include modern elements, causing some tension among the guests. How do you find yourself reacting emotionally to the situation, and do you act to diffuse your own stress or attempt to manage others’ concerns?",Neuroticism
japan,"In a collaborative workspace, a person working on a group project notices tension among team members about workload distribution. They suggest rotating tasks in a way that balances the workload evenly, relieving tension and ensuring everyone contributes equally.",25,Imagine you are in a collaborative workspace in Japan where new ideas are often met with cautious consideration. How do you feel about suggesting innovative approaches to resolve tension among team members?,Openness to Experience
japan,"In a collaborative workspace, a person working on a group project notices tension among team members about workload distribution. They suggest rotating tasks in a way that balances the workload evenly, relieving tension and ensuring everyone contributes equally.",25,"[Question(trait='Conscientiousness', question=""Imagine you are part of a team in a Japanese collaborative workspace, and you've noticed imbalance and tension regarding how tasks are being distributed. How would you propose and implement a strategy to ensure that tasks are rotated fairly, balancing workloads and maintaining harmony within the team?"")]",Conscientiousness
japan,"In a collaborative workspace, a person working on a group project notices tension among team members about workload distribution. They suggest rotating tasks in a way that balances the workload evenly, relieving tension and ensuring everyone contributes equally.",25,"Imagine you are in a dynamic team environment in Japan, where social harmony is important. How do you go about initiating conversations with team members to foster a positive and collaborative atmosphere?",Extraversion
japan,"In a collaborative workspace, a person working on a group project notices tension among team members about workload distribution. They suggest rotating tasks in a way that balances the workload evenly, relieving tension and ensuring everyone contributes equally.",25,"Assume you are in a project meeting in Japan, and a colleague's workload seems too heavy. How do you propose changes that harmonize the team's responsibilities while maintaining good relationships?",Agreeableness
japan,"In a collaborative workspace, a person working on a group project notices tension among team members about workload distribution. They suggest rotating tasks in a way that balances the workload evenly, relieving tension and ensuring everyone contributes equally.",25,Imagine you are part of a Japanese group project where tension is rising due to workload distribution. How do you manage your stress and emotions while working towards a solution?,Neuroticism
japan,"Two friends are planning a weekend trip but have different preferences for activities. They decide to create an itinerary that includes a mix of both adventures and relaxed experiences, so everyone has a chance to enjoy what they love.",26,"Imagine you are in Japan planning this trip with your friends, and you have the opportunity to explore an outsider's look at a traditional tea ceremony or try a brand new VR experience. Which activity do you prefer and why?",Openness to Experience
japan,"Two friends are planning a weekend trip but have different preferences for activities. They decide to create an itinerary that includes a mix of both adventures and relaxed experiences, so everyone has a chance to enjoy what they love.",26,"Assume you are in charge of the itinerary details for your trip in Japan. One friend suggests spontaneously picking activities on the spot, while the other insists on a detailed schedule. How would you approach creating the itinerary?",Conscientiousness
japan,"Two friends are planning a weekend trip but have different preferences for activities. They decide to create an itinerary that includes a mix of both adventures and relaxed experiences, so everyone has a chance to enjoy what they love.",26,Imagine you are deciding between attending a vibrant street festival in Tokyo or spending a quiet evening in a ryokan (traditional inn) during your weekend trip. Which experience appeals to you more and what draws you to it?,Extraversion
japan,"Two friends are planning a weekend trip but have different preferences for activities. They decide to create an itinerary that includes a mix of both adventures and relaxed experiences, so everyone has a chance to enjoy what they love.",26,Assume you are caught between your friends' differing preferences during the trip. How would you try to ensure that both friends' preferences for adventure and relaxation are accommodated?,Agreeableness
japan,"Two friends are planning a weekend trip but have different preferences for activities. They decide to create an itinerary that includes a mix of both adventures and relaxed experiences, so everyone has a chance to enjoy what they love.",26,"Imagine you are on your trip and something unexpected disrupts your plans, such as a favorite attraction being closed. How do you typically respond in these situations, and what steps do you take to cope?",Neuroticism
japan,"When organizing a community event, committee members have different ideas on the theme. To resolve this, they incorporate elements from various ideas into a unified theme, ensuring every member feels their input is valued and removing any potential discord.",27,Imagine you are responsible for selecting the theme for the community event in Japan. How do you incorporate novel and creative elements from each suggestion into a harmonious and innovative theme?,Openness to Experience
japan,"When organizing a community event, committee members have different ideas on the theme. To resolve this, they incorporate elements from various ideas into a unified theme, ensuring every member feels their input is valued and removing any potential discord.",27,Assume you are in charge of creating the timeline for integrating parts of everyone’s idea into the community event's theme. How do you ensure that every step is executed meticulously and the project remains on schedule?,Conscientiousness
japan,"When organizing a community event, committee members have different ideas on the theme. To resolve this, they incorporate elements from various ideas into a unified theme, ensuring every member feels their input is valued and removing any potential discord.",27,Imagine you're leading the committee meeting where various theme ideas are being discussed. How do you actively engage with every member to ensure their ideas are heard and enthuse the team towards a unified theme?,Extraversion
japan,"When organizing a community event, committee members have different ideas on the theme. To resolve this, they incorporate elements from various ideas into a unified theme, ensuring every member feels their input is valued and removing any potential discord.",27,Assume you are mediating between committee members with differing opinions on the event theme. How do you navigate the discussions to maintain harmony while ensuring that everyone feels appreciated and included?,Agreeableness
japan,"When organizing a community event, committee members have different ideas on the theme. To resolve this, they incorporate elements from various ideas into a unified theme, ensuring every member feels their input is valued and removing any potential discord.",27,Imagine you are dealing with the stress of finalizing the community event theme under tight deadlines. How do you manage your anxiety and maintain your composure to keep the project moving smoothly?,Neuroticism
japan,"At a traditional tea ceremony, a participant mistakenly breaks a rule of etiquette. Instead of correcting them directly and causing embarrassment, the host quietly adjusts the situation, ensuring the ceremony continues with grace and maintaining the atmosphere.",28,"Imagine you are observing the tea ceremony unfold. You notice the host's graceful handling of the rule being broken. How do you feel about the way the situation was subtly managed, and would you have any curiosity to explore why such traditions exist?",Openness to Experience
japan,"At a traditional tea ceremony, a participant mistakenly breaks a rule of etiquette. Instead of correcting them directly and causing embarrassment, the host quietly adjusts the situation, ensuring the ceremony continues with grace and maintaining the atmosphere.",28,"Assume you are in the position of the host, managing the tea ceremony. A participant breaks a rule of etiquette. What approach would you take to ensure the ceremony proceeds smoothly while adhering to traditions?",Conscientiousness
japan,"At a traditional tea ceremony, a participant mistakenly breaks a rule of etiquette. Instead of correcting them directly and causing embarrassment, the host quietly adjusts the situation, ensuring the ceremony continues with grace and maintaining the atmosphere.",28,"Imagine you are a guest at this tea ceremony. A participant breaks a rule, and the host quietly adjusts the situation. How do you interact with other guests during and after this moment, and do you openly discuss the incident?",Extraversion
japan,"At a traditional tea ceremony, a participant mistakenly breaks a rule of etiquette. Instead of correcting them directly and causing embarrassment, the host quietly adjusts the situation, ensuring the ceremony continues with grace and maintaining the atmosphere.",28,Assume you are the host who noticed a guest breaking a rule during the tea ceremony. How do you balance maintaining harmony without directly addressing the mistake to avoid discomfort for the guest?,Agreeableness
japan,"At a traditional tea ceremony, a participant mistakenly breaks a rule of etiquette. Instead of correcting them directly and causing embarrassment, the host quietly adjusts the situation, ensuring the ceremony continues with grace and maintaining the atmosphere.",28,Imagine you are the participant who mistakenly broke the etiquette rule. How do you react internally and externally after noticing the host smoothly resolve the situation?,Neuroticism
japan,"During a discussion about changes to company policy, employees express a variety of opinions. The management facilitates a dialogue where everyone can voice their thoughts until a mutually agreeable solution is reached, making sure all parties are content with the outcome.",29,"Imagine you are part of the discussion on changing company policy, and a colleague suggests a completely new approach that you have never considered before. How do you react to this unfamiliar idea?",Openness to Experience
japan,"During a discussion about changes to company policy, employees express a variety of opinions. The management facilitates a dialogue where everyone can voice their thoughts until a mutually agreeable solution is reached, making sure all parties are content with the outcome.",29,Assume you are in the position of drafting the changes to the company policy after hearing everyone’s thoughts. How do you ensure that you achieve a well-organized and thorough revision that reflects everyone's concerns?,Conscientiousness
japan,"During a discussion about changes to company policy, employees express a variety of opinions. The management facilitates a dialogue where everyone can voice their thoughts until a mutually agreeable solution is reached, making sure all parties are content with the outcome.",29,"Imagine you are in a meeting room filled with passionate debates about the new company policy. How do you contribute to the discussion, and how comfortable do you feel speaking up in a group setting?",Extraversion
japan,"During a discussion about changes to company policy, employees express a variety of opinions. The management facilitates a dialogue where everyone can voice their thoughts until a mutually agreeable solution is reached, making sure all parties are content with the outcome.",29,Assume you are in the position of mediating a particularly heated disagreement between two colleagues over the proposed policy changes. How do you ensure that both parties feel heard and reach a compromise?,Agreeableness
japan,"During a discussion about changes to company policy, employees express a variety of opinions. The management facilitates a dialogue where everyone can voice their thoughts until a mutually agreeable solution is reached, making sure all parties are content with the outcome.",29,"Imagine that the discussion about policy changes is becoming increasingly stressful, and you begin to feel anxious about the possible outcomes. How do you manage your emotions to stay composed and productive?",Neuroticism
japan,"At a business meeting, participants exchange business cards with both hands, carefully reviewing the card before placing it respectfully on the table.",30,"Imagine you are attending a business meeting in Japan, and someone offers you a business card with an unfamiliar design and information. How receptive are you to exploring and appreciating the unique style and content of the card?",Openness to Experience
japan,"At a business meeting, participants exchange business cards with both hands, carefully reviewing the card before placing it respectfully on the table.",30,Assume you are in a formal business meeting and have just received several business cards. How do you organize the information to ensure you remember key details about each contact and follow up effectively after the meeting?,Conscientiousness
japan,"At a business meeting, participants exchange business cards with both hands, carefully reviewing the card before placing it respectfully on the table.",30,"Imagine you are the key speaker at a Japanese business meeting. After exchanging business cards, how do you initiate a lively conversation to engage everyone in the room and set a positive tone?",Extraversion
japan,"At a business meeting, participants exchange business cards with both hands, carefully reviewing the card before placing it respectfully on the table.",30,"Assume that during a business meeting, you receive a business card from someone whose role overlaps with yours. How do you respond and collaborate to build a positive professional relationship?",Agreeableness
japan,"At a business meeting, participants exchange business cards with both hands, carefully reviewing the card before placing it respectfully on the table.",30,Imagine you are at a Japanese business meeting and accidentally drop a business card during the exchange. How do you manage your emotions and response to maintain your composure and professionalism in front of your colleagues?,Neuroticism
japan,"In a crowded train, passengers remain quiet and avoid phone conversations to ensure a comfortable environment for everyone.",31,"Imagine you are on a crowded train in Japan and you notice a group of tourists excitedly discussing their plans in loud voices. How do you view the situation, and what thoughts or actions might you consider to embrace the different cultural expressions in this moment?",Openness to Experience
japan,"In a crowded train, passengers remain quiet and avoid phone conversations to ensure a comfortable environment for everyone.",31,"Assume you are in the position of a passenger on a crowded train and you accidentally bump into someone, causing their book to fall. How do you handle the situation to ensure you maintain the social harmony expected in such environments?",Conscientiousness
japan,"In a crowded train, passengers remain quiet and avoid phone conversations to ensure a comfortable environment for everyone.",31,"Imagine you are standing in a packed train car in Japan. Despite the quiet atmosphere, you feel the urge to start a conversation with someone nearby. How do you decide to act in this situation?",Extraversion
japan,"In a crowded train, passengers remain quiet and avoid phone conversations to ensure a comfortable environment for everyone.",31,Assume you are on a crowded train and you see someone struggling to make space for their luggage. How do you respond to assist them while maintaining the respectful atmosphere of the train?,Agreeableness
japan,"In a crowded train, passengers remain quiet and avoid phone conversations to ensure a comfortable environment for everyone.",31,"Imagine you are on a congested train in Japan and you become anxious that the quietness amplifies the sound of your phone vibrating. What are your thoughts or feelings, and how do you manage the situation to avoid drawing attention to yourself?",Neuroticism
japan,"When entering someone's home, guests remove their shoes at the entrance and may be offered slippers to wear inside.",32,Imagine you are stepping into a traditional Japanese home and you notice an array of unique artwork on the walls. How do you choose to engage with this art as you proceed inside?,Openness to Experience
japan,"When entering someone's home, guests remove their shoes at the entrance and may be offered slippers to wear inside.",32,Assume you are in the position of arranging your shoes neatly at the entrance of a friend's house according to their customary practice. How meticulous are you in organizing them?,Conscientiousness
japan,"When entering someone's home, guests remove their shoes at the entrance and may be offered slippers to wear inside.",32,Consider you are entering a Japanese home where a lively conversation is taking place in the living room. How do you introduce yourself and interact with the group upon arrival?,Extraversion
japan,"When entering someone's home, guests remove their shoes at the entrance and may be offered slippers to wear inside.",32,Imagine being offered slippers when entering a Japanese household. How do you express gratitude to your host while ensuring you respect their hospitality?,Agreeableness
japan,"When entering someone's home, guests remove their shoes at the entrance and may be offered slippers to wear inside.",32,Assume you are in the position where you accidentally scuff your shoe against a wall while removing it at the entrance. How do you react to this small mishap?,Neuroticism
japan,"If someone bumps into another person on the street, they quickly offer a bow and apologize, even if no harm was done.",33,"Imagine you are walking down a bustling street in Japan when you witness an unfamiliar cultural practice: someone bows and apologizes after a minor bump. Do you take this opportunity to learn more about the cultural significance of the gesture, or do you continue with your day without a second thought?",Openness to Experience
japan,"If someone bumps into another person on the street, they quickly offer a bow and apologize, even if no harm was done.",33,Assume you are in the position of someone who just accidentally bumped into another person. Do you make a conscious effort to ensure you follow up with a sincere apology or consider it a minor incident and move on quickly?,Conscientiousness
japan,"If someone bumps into another person on the street, they quickly offer a bow and apologize, even if no harm was done.",33,"Imagine you are the one who was bumped into on a crowded street. Do you enthusiastically engage in a conversation with the person, exchanging thoughts about the weather and the busy street, or offer a simple nod and move along?",Extraversion
japan,"If someone bumps into another person on the street, they quickly offer a bow and apologize, even if no harm was done.",33,"Assume you're in a scenario where someone bumps into you and apologizes with a bow. Do you warmly accept their apology with a smile and reassuring gesture, or quietly acknowledge it and continue on your way?",Agreeableness
japan,"If someone bumps into another person on the street, they quickly offer a bow and apologize, even if no harm was done.",33,"Imagine you're the person who just experienced a bump on the street. Do you find yourself dwelling on the incident, feeling slightly stressed or anxious, or do you brush it off quickly, not giving it a second thought?",Neuroticism
japan,"During a meal, individuals wait to begin eating until everyone is served and someone says 'Itadakimasu' as a sign of gratitude.",34,"Imagine you are attending a traditional Japanese meal with friends, and the host serves an unfamiliar dish. How do you respond to the opportunity to try something new and unique in this cultural setting?",Openness to Experience
japan,"During a meal, individuals wait to begin eating until everyone is served and someone says 'Itadakimasu' as a sign of gratitude.",34,"Assume you are in the position of being the host at a Japanese meal. How do you ensure that everything, such as the timing of saying 'Itadakimasu', is perfectly coordinated and respectful to the cultural tradition?",Conscientiousness
japan,"During a meal, individuals wait to begin eating until everyone is served and someone says 'Itadakimasu' as a sign of gratitude.",34,"Imagine you are at a Japanese meal with a group of people, some of whom you don't know well. How do you engage with the group and share your excitement or appreciation before the meal begins?",Extraversion
japan,"During a meal, individuals wait to begin eating until everyone is served and someone says 'Itadakimasu' as a sign of gratitude.",34,"Assume you are a guest at this Japanese meal, and someone appears impatient to start eating before 'Itadakimasu' is said. How do you address the situation in a manner that is considerate and diplomatic?",Agreeableness
japan,"During a meal, individuals wait to begin eating until everyone is served and someone says 'Itadakimasu' as a sign of gratitude.",34,Imagine you are feeling nervous about the cultural expectations during a Japanese meal. How do you deal with your anxiety about saying or doing the wrong thing before 'Itadakimasu' is said?,Neuroticism
japan,"In an office setting, employees often stay late until their boss leaves, out of respect and consideration for their supervisor.",35,"Imagine you are asked to stay late to work on a new, innovative project that no one has attempted before. How excited are you to take on this challenge and potentially explore new techniques for its completion?",Openness to Experience
japan,"In an office setting, employees often stay late until their boss leaves, out of respect and consideration for their supervisor.",35,"Assume you are finishing your tasks early, but your team is struggling to meet a deadline. Would you stay late to help them catch up, even if your own tasks are complete?",Conscientiousness
japan,"In an office setting, employees often stay late until their boss leaves, out of respect and consideration for their supervisor.",35,"Imagine you have completed your work for the day, but your colleagues are planning to socialize and network a bit after hours. How likely are you to join them, even if it means staying at the office longer?",Extraversion
japan,"In an office setting, employees often stay late until their boss leaves, out of respect and consideration for their supervisor.",35,"Assume your supervisor usually expects employees to stay until they leave, but today you have personal plans. How would you negotiate or discuss leaving early without causing tension or displeasure?",Agreeableness
japan,"In an office setting, employees often stay late until their boss leaves, out of respect and consideration for their supervisor.",35,"Imagine you are feeling stressed about consistently having to stay late because of workplace norms. How do you cope with this stress, and how does it affect your performance and attitude at work?",Neuroticism
japan,"At a restaurant, diners acknowledge the staff with a slight bow or nod when they are greeted or served.",36,"Imagine you are at a Japanese restaurant for the first time, and you notice the staff engaging in traditional customs. How do you respond when presented with an unfamiliar dish and atmosphere?",Openness to Experience
japan,"At a restaurant, diners acknowledge the staff with a slight bow or nod when they are greeted or served.",36,"Assume you are dining with friends in Japan. You receive your meal, but notice the staff is busy. How do you ensure all etiquettes, like bowing in acknowledgment, are maintained during your visit?",Conscientiousness
japan,"At a restaurant, diners acknowledge the staff with a slight bow or nod when they are greeted or served.",36,"Imagine you are dining alone at a popular Japanese restaurant. Upon being greeted by the staff, how do you react to engage or interact with them?",Extraversion
japan,"At a restaurant, diners acknowledge the staff with a slight bow or nod when they are greeted or served.",36,Assume you are at a Japanese restaurant and the server makes a small error with your order. How do you handle the situation while maintaining cultural respect through gestures like bowing or nodding?,Agreeableness
japan,"At a restaurant, diners acknowledge the staff with a slight bow or nod when they are greeted or served.",36,"Imagine you are feeling nervous at a Japanese restaurant, concerned about making cultural faux pas. How do you manage your anxiety in acknowledging staff with appropriate gestures?",Neuroticism
japan,"During a conversation, individuals frequently use honorifics and polite language, showing respect according to the other person's social status or age.",37,"Imagine you are part of a group conversation in Japan where everyone is using complex honorifics and culturally rich language. How do you feel when incorporating these into your own speech, and would you be interested in learning and perfecting them?",Openness to Experience
japan,"During a conversation, individuals frequently use honorifics and polite language, showing respect according to the other person's social status or age.",37,"Assume you are in a business meeting in Japan and notice that you keep making small errors in using honorifics. How do you handle your mistake, and what steps do you take to ensure you get it right in future interactions?",Conscientiousness
japan,"During a conversation, individuals frequently use honorifics and polite language, showing respect according to the other person's social status or age.",37,Picture yourself at a vibrant social gathering in Japan where you are expected to navigate conversations with people of various ages and statuses. How confident and energetic are you in actively participating and communicating politely?,Extraversion
japan,"During a conversation, individuals frequently use honorifics and polite language, showing respect according to the other person's social status or age.",37,Think about finding yourself in a situation where someone younger than you uses casual language in a formal setting. How do you address this oversight while maintaining harmony and respect in your response?,Agreeableness
japan,"During a conversation, individuals frequently use honorifics and polite language, showing respect according to the other person's social status or age.",37,"Imagine being unsure of which honorific to use when speaking with a senior colleague in Japan, and you accidentally use one that's slightly less formal. How does this affect your stress levels and what is your reaction to the situation?",Neuroticism
japan,"On public transports, people give priority seating to elderly passengers, pregnant women, and others who might need it.",38,"Imagine you are on a crowded train in Japan, and you overhear someone talking about a unique cultural tradition you have never heard of. How do you react? Are you curious to learn more, or do you prefer to focus on your own journey?",Openness to Experience
japan,"On public transports, people give priority seating to elderly passengers, pregnant women, and others who might need it.",38,Assume you are in the position of a commuter on a busy weekday morning. You notice a sign near the priority seats clearly stating the rules. How do you ensure you adhere to these guidelines while on your commute?,Conscientiousness
japan,"On public transports, people give priority seating to elderly passengers, pregnant women, and others who might need it.",38,"Imagine you are on a train in Japan, and a fellow passenger near the priority seats strikes up a conversation with you. Do you engage enthusiastically, perhaps even facilitating conversations among others, or do you keep interactions minimal and reserved?",Extraversion
japan,"On public transports, people give priority seating to elderly passengers, pregnant women, and others who might need it.",38,"Suppose you are seated comfortably when an elderly person boards the train. What is your immediate reaction, and how do you prioritize their needs against your own?",Agreeableness
japan,"On public transports, people give priority seating to elderly passengers, pregnant women, and others who might need it.",38,"Consider you are in a packed train carriage and seated in a priority seat. How do you feel when a monitor above the seats consistently reminds passengers to be considerate? Do these reminders make you anxious, or do you remain unfazed by potential judgment?",Neuroticism
japan,"In a communal hot spring, bathers enter only after thoroughly rinsing and washing themselves to maintain cleanliness for all guests.",39,"Imagine you are visiting a traditional Japanese hot spring for the first time. How do you feel about trying new rituals and practices, such as washing yourself thoroughly before entering the bath, even if they seem unfamiliar?",Openness to Experience
japan,"In a communal hot spring, bathers enter only after thoroughly rinsing and washing themselves to maintain cleanliness for all guests.",39,Assume you are in the position of ensuring everyone follows the cleanliness rules at a communal hot spring. How do you approach maintaining these standards while respecting each guest’s experience?,Conscientiousness
japan,"In a communal hot spring, bathers enter only after thoroughly rinsing and washing themselves to maintain cleanliness for all guests.",39,"Imagine you meet a group of strangers at a communal hot spring. How do you interact with fellow bathers, and do you engage in conversations while respecting the cultural etiquette?",Extraversion
japan,"In a communal hot spring, bathers enter only after thoroughly rinsing and washing themselves to maintain cleanliness for all guests.",39,Assume you overhear a fellow bather expressing frustration with the washing protocols at the hot spring. How do you respond to them to ensure a harmonious environment for everyone?,Agreeableness
japan,"In a communal hot spring, bathers enter only after thoroughly rinsing and washing themselves to maintain cleanliness for all guests.",39,"Imagine a situation where the communal hot spring is quite crowded, and there’s a lot of pressure to follow the etiquette perfectly. How do you manage any feelings of stress or discomfort you might experience in this setting?",Neuroticism
japan,"A Japanese company implements a suggestion box program where employees are encouraged to submit ideas for improving efficiency in their work processes, and each month, the best idea is implemented and recognized.",40,Imagine you are an employee at this Japanese company. The suggestion box program has just been announced. How do you approach coming up with ideas that might improve work efficiency? Do you take inspiration from unconventional sources or traditional practices?,Openness to Experience
japan,"A Japanese company implements a suggestion box program where employees are encouraged to submit ideas for improving efficiency in their work processes, and each month, the best idea is implemented and recognized.",40,Assume you are tasked with submitting a suggestion by the end of the week. How do you manage your time and resources to ensure you provide a well-researched and comprehensive idea on time?,Conscientiousness
japan,"A Japanese company implements a suggestion box program where employees are encouraged to submit ideas for improving efficiency in their work processes, and each month, the best idea is implemented and recognized.",40,Imagine you are attending a company meeting where colleagues are sharing ideas from the suggestion box. Are you more likely to actively participate and discuss your own ideas or do you prefer to listen and reflect on others' suggestions?,Extraversion
japan,"A Japanese company implements a suggestion box program where employees are encouraged to submit ideas for improving efficiency in their work processes, and each month, the best idea is implemented and recognized.",40,Suppose your close colleague asks for your opinion on their suggestion box idea. How would you balance being supportive of their idea while providing constructive feedback?,Agreeableness
japan,"A Japanese company implements a suggestion box program where employees are encouraged to submit ideas for improving efficiency in their work processes, and each month, the best idea is implemented and recognized.",40,Assume your suggestion was not chosen as the winning idea for the month. How do you handle your feelings and manage your reaction in this situation?,Neuroticism
japan,"During team meetings, a manager encourages his staff to openly discuss any challenges they're facing and solicit input from others on how to streamline their tasks for better productivity.",41,Imagine you are in a team meeting where your manager encourages innovative solutions to streamline tasks. How likely are you to propose a completely new method that hasn't been tried before?,Openness to Experience
japan,"During team meetings, a manager encourages his staff to openly discuss any challenges they're facing and solicit input from others on how to streamline their tasks for better productivity.",41,Assume you are in the position of organizing feedback after a team meeting. How detail-oriented will you be to ensure all suggestions are accurately documented and addressed?,Conscientiousness
japan,"During team meetings, a manager encourages his staff to openly discuss any challenges they're facing and solicit input from others on how to streamline their tasks for better productivity.",41,Imagine you are in a vibrant team meeting where everyone is asked to share their thoughts. How actively do you participate and share your ideas with your colleagues?,Extraversion
japan,"During team meetings, a manager encourages his staff to openly discuss any challenges they're facing and solicit input from others on how to streamline their tasks for better productivity.",41,"Assume you are in the position of receiving critical feedback during a team discussion on productivity. How do you respond to the feedback, and how willing are you to collaborate on solutions?",Agreeableness
japan,"During team meetings, a manager encourages his staff to openly discuss any challenges they're facing and solicit input from others on how to streamline their tasks for better productivity.",41,"Imagine you are in a team meeting discussing challenges, and someone dismisses your idea. How much does this affect your confidence and stress levels during the rest of the meeting?",Neuroticism
japan,"A factory worker identifies a slight inefficiency in the assembly line and proposes a slight adjustment, which, after approval, increases the output without compromising quality.",42,"Imagine you are a colleague in the same factory. How would you react to the proposed adjustment, and would you be interested in exploring even more innovative changes in the assembly process?",Openness to Experience
japan,"A factory worker identifies a slight inefficiency in the assembly line and proposes a slight adjustment, which, after approval, increases the output without compromising quality.",42,Assume you are in charge of implementing the proposed adjustment. How would you ensure that the changes are correctly incorporated into the daily operations and monitored for any impacts on efficiency?,Conscientiousness
japan,"A factory worker identifies a slight inefficiency in the assembly line and proposes a slight adjustment, which, after approval, increases the output without compromising quality.",42,"Imagine you are asked to present the successful adjustment at a company meeting. How would you go about communicating the changes, and would you enjoy the opportunity to engage with your colleagues?",Extraversion
japan,"A factory worker identifies a slight inefficiency in the assembly line and proposes a slight adjustment, which, after approval, increases the output without compromising quality.",42,Assume a fellow worker expresses concerns about the new adjustment affecting their workflow. How would you address their concerns and assist them in adapting to the change?,Agreeableness
japan,"A factory worker identifies a slight inefficiency in the assembly line and proposes a slight adjustment, which, after approval, increases the output without compromising quality.",42,Imagine you are feeling anxious about the potential risks involved with the adjustment. How would you manage your stress and ensure that your concerns do not affect your management of the situation?,Neuroticism
japan,"An employee stays after hours once a week to learn new software skills that enhance her capabilities at work, gradually taking on more complex projects and increasing her productivity.",43,"Imagine you are working in a Japanese tech company and are given the opportunity to learn a new groundbreaking software language. How excited would you be to explore and master this new skill, even if it means venturing into unfamiliar territories?",Openness to Experience
japan,"An employee stays after hours once a week to learn new software skills that enhance her capabilities at work, gradually taking on more complex projects and increasing her productivity.",43,Assume you are in the position of an employee who can either meticulously plan her learning schedule to efficiently manage her tasks or prefer spontaneity and flexibility. How would you approach organizing your time for learning while handling existing responsibilities?,Conscientiousness
japan,"An employee stays after hours once a week to learn new software skills that enhance her capabilities at work, gradually taking on more complex projects and increasing her productivity.",43,"Picture yourself in a scenario where you can choose to stay after hours to work alone on improving your software skills or join a small peer group doing the same. Would you embrace solo learning or opt for a collaborative experience, and why?",Extraversion
japan,"An employee stays after hours once a week to learn new software skills that enhance her capabilities at work, gradually taking on more complex projects and increasing her productivity.",43,"Imagine you are asked by a colleague to help after regular work hours with their project, conflicting with your own learning schedule. How would you weigh your commitment to personal growth against the cooperative support of a team member?",Agreeableness
japan,"An employee stays after hours once a week to learn new software skills that enhance her capabilities at work, gradually taking on more complex projects and increasing her productivity.",43,Suppose you are dealing with stress from increasing project demands alongside your after-hours learning. How do you manage your stress levels and maintain motivation in a cultural setting where perseverance and harmony are highly valued?,Neuroticism
japan,"A retail team conducts daily briefings where each member shares one small adjustment they made to improve customer satisfaction, leading to incremental improvements over time.",44,"Imagine you are a member of the retail team in Japan. During the briefing, someone suggests using a unique, traditionally-inspired wrapping technique for products. How do you approach this idea?",Openness to Experience
japan,"A retail team conducts daily briefings where each member shares one small adjustment they made to improve customer satisfaction, leading to incremental improvements over time.",44,Assume you are in the position of ensuring customer satisfaction. You notice a small procedural error that could streamline the shopping experience. How do you decide to address this in the next briefing?,Conscientiousness
japan,"A retail team conducts daily briefings where each member shares one small adjustment they made to improve customer satisfaction, leading to incremental improvements over time.",44,"Imagine it's your turn to present during the daily briefing, and you've come up with several improvements. Do you focus on just one aspect or do you enthusiastically share every idea with the team? How do you engage with your colleagues during this process?",Extraversion
japan,"A retail team conducts daily briefings where each member shares one small adjustment they made to improve customer satisfaction, leading to incremental improvements over time.",44,Assume you are in the position of addressing a colleague's suggestion that you personally disagree with during the team briefing. How do you respond to ensure a harmonious and supportive environment?,Agreeableness
japan,"A retail team conducts daily briefings where each member shares one small adjustment they made to improve customer satisfaction, leading to incremental improvements over time.",44,Imagine you're feeling overwhelmed during a briefing where multiple issues are discussed. How do you manage your stress while contributing positively to the team's goal of improving customer satisfaction?,Neuroticism
japan,"A project team routinely sets aside a few minutes at the end of each project phase to reflect on what went well and what could be improved, documenting insights to enhance future projects.",45,"Imagine you are part of a project team in Japan that regularly reflects on each project phase for improvement. How would you propose incorporating new, unconventional techniques or technologies into the reflection process to enhance creativity in future projects?",Openness to Experience
japan,"A project team routinely sets aside a few minutes at the end of each project phase to reflect on what went well and what could be improved, documenting insights to enhance future projects.",45,"Assume you are in the position of documenting insights from the team's project phase reflections. How do you ensure that the reflections are systematically and accurately recorded, while adhering to the high standards expected in the Japanese work culture?",Conscientiousness
